date,open,high,low,close,volume
2022-05-24,34.25,34.35,33.4,33.5,343137
2022-05-25,33.6,33.9,33.35,33.7,274409
2022-05-26,33.85,34.15,33.6,33.6,227553
2022-05-27,33.35,33.95,33.35,33.85,176767
2022-05-30,34.1,34.4,34.05,34.2,287502
2022-05-31,34.1,34.55,34.1,34.45,323020
2022-06-01,34.45,35.3,34.45,35.1,927906
2022-06-02,35.1,35.1,34.75,34.8,269722
2022-06-06,34.85,34.85,34.4,34.5,195057
2022-06-07,34.45,34.6,34.35,34.45,188200
2022-06-08,34.45,34.6,34.3,34.3,301884
2022-06-09,34.3,34.45,34.15,34.4,182090
2022-06-10,34.25,34.35,34.1,34.25,188252
2022-06-13,33.6,33.6,33.35,33.45,342866
2022-06-14,33.4,33.45,32.6,33.1,371838
2022-06-15,33.1,33.45,32.85,33.1,269719
2022-06-16,33.4,33.5,32.55,32.55,954786
2022-06-17,32.0,32.15,31.7,32.05,502177
2022-06-20,32.0,32.0,30.5,30.65,1076077
2022-06-21,30.85,31.55,30.85,31.5,340149
2022-06-22,31.5,31.5,30.15,30.3,504341
2022-06-23,30.3,30.65,29.95,30.45,398574
2022-06-24,30.75,31.45,30.65,31.05,322466
2022-06-27,31.5,31.9,31.45,31.65,168419
2022-06-28,31.65,31.65,31.1,31.35,158207
2022-06-29,31.15,31.95,31.05,31.9,368981
2022-06-30,31.9,31.9,30.65,30.8,578085
2022-07-01,30.75,30.75,29.25,29.25,798786
2022-07-04,29.3,29.8,29.05,29.3,389818
2022-07-05,29.9,30.05,29.35,29.9,264121
2022-07-06,29.9,30.55,29.75,30.1,501822
2022-07-07,30.2,30.5,29.7,30.4,566435
2022-07-08,30.4,30.95,30.4,30.65,451898
2022-07-11,30.3,31.15,29.9,29.95,298546
2022-07-12,29.95,29.95,28.3,28.3,762922
2022-07-13,28.8,29.15,28.8,28.8,410297
2022-07-14,26.35,29.0,26.35,28.95,1097493
2022-07-15,29.1,29.25,28.6,29.2,325924
2022-07-18,29.3,29.9,29.3,29.8,385951
2022-07-19,29.85,30.2,29.75,30.05,281859
2022-07-20,30.2,30.55,30.1,30.1,987481
2022-07-21,27.9,28.45,27.9,28.4,416917
2022-07-22,28.45,28.5,28.1,28.1,271259
2022-07-25,28.3,28.3,28.0,28.25,149286
2022-07-26,28.15,28.25,27.5,27.7,244334
2022-07-27,28.1,28.1,27.6,27.75,144835
2022-07-28,28.2,28.45,27.9,28.45,534162
2022-07-29,28.5,28.7,28.45,28.5,212491
2022-08-01,28.5,28.95,28.5,28.6,201367
2022-08-02,28.3,28.7,28.2,28.6,442861
2022-08-03,28.5,28.8,28.0,28.0,254204
2022-08-04,28.0,28.2,27.65,28.0,322104
2022-08-05,28.45,28.75,28.3,28.3,273314
2022-08-08,28.3,28.95,28.2,28.7,349214
2022-08-09,28.65,29.1,28.65,28.95,327057
2022-08-10,28.75,28.95,28.75,28.85,147483
2022-08-11,29.05,29.05,28.75,28.9,355118
2022-08-12,29.0,29.25,28.65,28.85,547431
2022-08-15,29.0,29.45,28.95,29.2,418318
2022-08-16,29.45,29.7,29.05,29.6,663681
2022-08-17,30.1,30.2,29.65,29.65,1330172
2022-08-18,29.7,29.8,29.3,29.65,339610
2022-08-19,29.95,30.25,29.65,30.05,520810
2022-08-22,29.8,29.8,29.4,29.5,413606
2022-08-23,29.2,29.25,28.85,29.25,363910
2022-08-24,29.25,29.7,29.25,29.3,302160
2022-08-25,29.3,29.55,29.2,29.25,289727
2022-08-26,29.4,29.5,29.25,29.35,214564
2022-08-29,28.6,28.7,28.4,28.6,336226
2022-08-30,28.5,29.0,28.45,29.0,152949
2022-08-31,28.9,29.3,28.8,29.3,214271
2022-09-01,29.2,29.3,28.8,28.85,257597
2022-09-02,29.0,29.05,28.6,28.65,215155
2022-09-05,28.5,28.5,28.05,28.1,339385
2022-09-06,28.1,28.2,27.5,27.6,349941
2022-09-07,27.45,27.45,27.25,27.25,288059
2022-09-08,27.6,27.9,27.2,27.75,369076
2022-09-12,28.1,28.55,27.9,28.2,257278
2022-09-13,28.55,28.55,28.1,28.2,199462
2022-09-14,27.6,28.2,27.55,28.1,165138
2022-09-15,28.1,28.45,28.0,28.1,270465
2022-09-16,27.9,28.2,27.85,27.95,209637
2022-09-19,27.9,27.9,27.5,27.5,172662
2022-09-20,27.5,27.6,27.25,27.4,282900
2022-09-21,27.15,27.3,27.05,27.05,214489
2022-09-22,26.9,27.1,26.6,27.1,179498
2022-09-23,27.4,27.4,26.6,26.7,212560
2022-09-26,26.2,26.3,25.2,25.35,668258
2022-09-27,25.4,25.65,25.2,25.65,232350
2022-09-28,25.75,25.75,23.6,24.35,634747
2022-09-29,24.5,25.55,24.5,25.3,486898
2022-09-30,25.0,25.2,24.55,25.2,260162
2022-10-03,25.0,25.4,24.9,25.15,126296
2022-10-04,25.5,25.8,25.45,25.7,203168
2022-10-05,26.1,26.15,25.65,25.7,182336
2022-10-06,25.75,25.75,25.4,25.55,181842
2022-10-07,25.5,25.6,25.45,25.6,169955
2022-10-11,25.05,25.05,24.35,24.5,293043
2022-10-12,24.45,25.0,24.15,24.7,195316
2022-10-13,24.7,24.75,23.5,23.6,595023
2022-10-14,24.3,24.8,24.2,24.6,365406
2022-10-17,24.2,24.7,23.85,24.65,185661
2022-10-18,24.95,25.5,24.85,25.35,318513
2022-10-19,25.45,25.65,25.15,25.25,209869
2022-10-20,24.85,25.0,24.75,24.95,144026
2022-10-21,24.95,25.7,24.25,25.5,429476
2022-10-24,26.0,26.1,25.7,25.8,321619
2022-10-25,26.0,28.35,25.65,25.65,1123511
2022-10-26,25.5,28.2,25.5,28.0,3173955
2022-10-27,27.75,28.4,27.55,27.65,1488120
2022-10-28,28.05,30.2,27.55,28.0,2650025
2022-10-31,28.05,28.5,27.8,28.4,712145
2022-11-01,28.1,28.55,27.9,28.4,430280
2022-11-02,28.5,29.45,28.45,28.55,584010
2022-11-03,28.15,28.8,28.15,28.5,255108
2022-11-04,28.65,30.1,28.6,29.15,2228583
2022-11-07,28.9,29.65,28.2,29.4,1328146
2022-11-08,29.25,30.3,29.25,29.45,1212544
2022-11-09,29.9,31.1,29.6,30.25,2282862
2022-11-10,30.25,30.6,29.4,29.45,783704
2022-11-11,30.15,30.4,29.15,29.2,659708
2022-11-14,29.3,29.8,29.3,29.6,283645
2022-11-15,29.5,29.8,29.45,29.7,234296
2022-11-16,29.7,30.2,29.35,29.35,320410
2022-11-17,29.65,30.0,29.5,29.8,365939
2022-11-18,29.8,30.1,29.15,29.15,259368
2022-11-21,29.2,29.3,28.9,28.95,217409
2022-11-22,28.95,29.0,28.7,28.9,128402
2022-11-23,29.1,29.4,29.0,29.15,174984
2022-11-24,29.4,29.4,29.0,29.2,112904
2022-11-25,29.2,29.6,29.1,29.2,162633
2022-11-28,28.8,29.6,28.8,29.3,197565
2022-11-29,29.3,29.5,29.2,29.4,154073
2022-11-30,29.4,30.0,29.4,29.85,451403
2022-12-01,30.15,30.25,29.7,30.0,340093
2022-12-02,30.0,30.1,29.8,29.85,196721
2022-12-05,29.75,30.2,29.75,29.85,232989
2022-12-06,30.0,30.0,29.25,29.25,261036
2022-12-07,29.8,29.8,28.65,28.95,256267
2022-12-08,28.85,29.3,28.35,29.05,128053
2022-12-09,29.0,29.25,28.95,28.95,114895
2022-12-12,28.9,29.15,28.45,29.1,120129
2022-12-13,29.3,29.95,29.15,29.55,326348
2022-12-14,29.9,29.9,29.55,29.55,104317
2022-12-15,29.5,30.05,29.5,29.7,272285
2022-12-16,29.5,30.15,29.4,29.95,367662
2022-12-19,29.7,30.15,29.7,29.9,224670
2022-12-20,29.75,29.95,29.3,29.4,290402
2022-12-21,30.0,30.5,29.4,29.45,442680
2022-12-22,29.8,30.2,29.75,29.75,245575
2022-12-23,29.75,30.2,29.65,30.15,473177
2022-12-26,30.2,31.35,30.2,30.75,1002343
2022-12-27,30.9,31.1,30.55,30.6,360015
2022-12-28,30.6,30.95,29.85,29.85,389302
2022-12-29,29.85,30.65,29.8,30.6,435688
2022-12-30,30.6,30.95,30.55,30.75,275431
2023-01-03,30.75,31.1,30.5,30.8,184566
2023-01-04,30.8,31.05,30.65,30.8,141234
2023-01-05,31.0,31.1,30.45,30.45,155039
2023-01-06,30.45,30.7,30.3,30.4,124585
2023-01-09,30.5,30.9,30.5,30.85,220765
2023-01-10,30.9,30.9,30.3,30.35,104278
2023-01-11,30.5,30.6,30.0,30.0,212289
2023-01-12,30.05,30.05,29.5,29.5,200984
2023-01-13,29.7,30.0,29.05,29.05,193794
2023-01-16,29.05,29.05,28.85,28.85,110850
2023-01-17,28.9,29.05,28.8,28.9,140753
2023-01-30,29.6,29.6,29.1,29.15,159548
2023-01-31,29.15,29.5,29.15,29.4,103787
2023-02-01,29.7,29.7,29.4,29.6,114492
2023-02-02,29.6,29.85,29.5,29.55,330545
2023-02-03,29.55,29.75,29.4,29.5,274969
2023-02-06,29.4,29.65,29.35,29.35,90658
2023-02-07,29.45,29.45,29.25,29.3,119523
2023-02-08,29.45,29.65,29.25,29.6,200458
2023-02-09,29.65,30.15,29.6,29.9,344421
2023-02-10,30.05,30.05,29.5,29.6,136815
2023-02-13,29.6,29.75,29.2,29.3,68555
2023-02-14,29.35,29.45,29.15,29.35,206214
2023-02-15,29.3,29.35,29.1,29.2,249299
2023-02-16,29.45,29.45,29.15,29.2,417731
2023-02-17,29.2,29.35,29.1,29.2,262007
2023-02-20,29.4,29.5,29.3,29.35,723070
2023-02-21,29.8,30.1,29.3,29.4,1612755
2023-02-22,29.3,29.4,29.1,29.4,316473
2023-02-23,29.4,29.65,29.35,29.6,302439
2023-02-24,29.7,29.7,29.35,29.4,335282
2023-03-01,29.45,29.45,29.1,29.25,312430
2023-03-02,29.3,29.65,29.3,29.55,250294
2023-03-03,29.65,30.0,29.6,29.9,628277
2023-03-06,30.2,30.2,30.0,30.05,433590
2023-03-07,30.0,30.25,30.0,30.15,357977
2023-03-08,30.15,30.35,30.0,30.35,392023
2023-03-09,30.45,30.5,30.05,30.1,349266
2023-03-10,30.0,30.1,29.55,29.65,378982
2023-03-13,29.35,29.45,28.95,29.35,372753
2023-03-14,29.3,29.3,29.1,29.2,106213
2023-03-15,29.25,29.5,29.25,29.35,165925
2023-03-16,29.2,29.2,28.7,28.75,409572
2023-03-17,28.85,29.25,28.85,29.25,167940
2023-03-20,29.25,29.35,29.1,29.25,115546
2023-03-21,29.25,29.5,29.25,29.5,142062
2023-03-22,29.7,29.7,29.4,29.6,159736
2023-03-23,29.6,29.9,29.55,29.75,268864
2023-03-24,29.8,30.15,29.65,30.05,390914
2023-03-27,30.1,30.1,29.85,29.85,202869
2023-03-28,29.85,29.9,29.4,29.5,194389
2023-03-29,29.5,29.55,29.3,29.35,156264
2023-03-30,29.4,29.5,29.35,29.45,100776
2023-03-31,29.45,29.6,29.45,29.5,152256
2023-04-06,29.8,29.8,29.35,29.55,173481
2023-04-07,29.75,29.9,29.5,29.6,86934
2023-04-10,29.7,29.7,29.4,29.5,152304
2023-04-11,29.4,29.55,29.4,29.55,138891
2023-04-12,29.55,29.9,29.55,29.85,200066
2023-04-13,29.85,29.85,29.6,29.65,148740
2023-04-14,29.6,29.8,29.6,29.6,212620
2023-04-17,29.65,30.1,29.65,30.1,343462
2023-04-18,30.1,30.35,29.8,29.9,268788
2023-04-19,29.95,29.95,29.6,29.6,252591
2023-04-20,29.6,29.6,29.3,29.3,235363
2023-04-21,29.4,29.4,28.9,29.0,375427
2023-04-24,29.0,29.15,28.7,29.1,151577
2023-04-25,29.1,29.15,28.25,28.35,541431
2023-04-26,28.35,28.7,28.25,28.7,197173
2023-04-27,28.7,29.0,28.4,28.7,85299
2023-04-28,28.9,29.05,28.85,28.95,162021
2023-05-02,29.2,29.35,29.05,29.3,167723
2023-05-03,29.3,29.45,29.1,29.45,107941
2023-05-04,29.45,29.75,29.4,29.65,249218
2023-05-05,29.8,29.9,29.55,29.6,108471
2023-05-08,29.25,29.7,28.8,29.6,1014174
2023-05-09,29.55,30.55,29.55,29.65,884315
2023-05-10,29.65,30.0,29.45,29.45,240278
2023-05-11,29.8,29.8,29.05,29.1,175844
2023-05-12,29.1,29.35,28.95,29.15,94653
2023-05-15,29.15,29.15,28.9,28.95,90305
2023-05-16,28.95,29.2,28.95,29.1,82452
2023-05-17,29.1,29.55,29.05,29.45,233505
2023-05-18,29.5,29.55,29.4,29.45,160470
2023-05-19,29.65,30.3,29.6,29.65,523566
2023-05-22,29.65,29.9,29.6,29.7,82802
2023-05-23,29.75,29.8,29.6,29.75,225040
2023-05-24,29.75,30.1,29.75,29.9,300083
2023-05-25,30.0,30.2,29.8,30.05,352165
2023-05-26,30.05,30.05,29.8,29.9,242166
2023-05-29,29.9,30.1,29.9,30.0,186391
2023-05-30,30.0,30.0,29.7,29.85,184995
2023-05-31,29.85,30.5,29.8,30.4,763954
2023-06-01,30.6,31.8,30.55,30.6,2411309
2023-06-02,30.75,32.65,30.75,32.5,2897919
2023-06-05,32.45,32.7,31.9,31.9,1573164
2023-06-06,31.8,32.25,31.35,31.65,1180969
2023-06-07,31.65,31.9,31.45,31.45,744712
2023-06-08,31.7,31.7,31.0,31.0,703161
2023-06-09,31.2,31.4,30.6,31.2,927740
2023-06-12,31.65,32.15,31.05,32.05,1834097
2023-06-13,32.05,32.3,31.8,31.8,816639
2023-06-14,31.95,32.1,31.7,31.7,457690
2023-06-15,31.7,31.75,31.35,31.35,603448
2023-06-16,31.35,31.55,31.0,31.0,773195
2023-06-19,30.85,31.25,30.75,31.15,352949
2023-06-20,31.15,31.15,30.8,30.85,285205
2023-06-21,30.75,31.4,30.75,30.8,232445
2023-06-26,30.8,30.8,30.35,30.35,416380
2023-06-27,30.2,30.6,30.15,30.25,218938
2023-06-28,30.25,30.55,30.2,30.25,261908
2023-06-29,30.4,30.45,30.15,30.2,170628
2023-06-30,30.4,30.4,30.15,30.25,137392
2023-07-03,30.3,30.6,30.3,30.4,246574
2023-07-04,30.5,30.55,30.25,30.3,295003
2023-07-05,30.4,30.7,30.25,30.5,357876
2023-07-06,30.4,30.75,30.4,30.65,334821
2023-07-07,30.7,30.7,30.05,30.15,377419
2023-07-10,30.35,30.55,30.05,30.25,205083
2023-07-11,30.35,30.65,30.35,30.4,253866
2023-07-12,30.85,31.35,30.6,31.25,645887
2023-07-13,32.2,32.6,31.35,31.85,3214394
2023-07-14,32.85,34.2,32.7,33.95,6316874
2023-07-17,33.6,35.95,33.25,34.8,4857626
2023-07-18,34.9,35.1,33.5,34.0,2911660
2023-07-19,34.05,34.05,33.0,33.15,1462782
2023-07-20,33.2,35.35,33.2,34.75,4905859
2023-07-21,33.9,35.4,33.8,34.6,3661332
2023-07-24,34.35,34.4,33.45,33.65,1665768
2023-07-25,33.6,35.0,33.6,34.7,1679196
2023-07-26,34.7,34.7,33.55,33.65,1218817
2023-07-27,33.7,34.1,33.15,33.45,1835622
2023-07-28,33.4,34.25,33.25,33.8,1287149
2023-07-31,34.0,34.25,33.6,33.75,1737988
2023-08-01,34.2,34.75,33.7,34.25,2536692
2023-08-02,35.0,35.2,33.85,33.85,3619931
2023-08-04,31.3,31.6,30.9,31.25,2186445
2023-08-07,30.1,30.1,29.05,29.55,2581667
2023-08-08,29.55,29.8,29.25,29.3,614363
2023-08-09,29.1,29.1,28.6,28.75,956109
2023-08-10,28.65,28.65,27.35,27.45,1519205
2023-08-11,27.5,27.65,27.0,27.1,895052
2023-08-14,27.15,27.15,26.55,26.85,531155
2023-08-15,26.85,27.35,26.85,27.25,309736
2023-08-16,26.65,27.05,26.55,26.85,472737
2023-08-17,26.65,27.6,26.3,27.6,393768
2023-08-18,27.55,27.6,26.85,27.05,503748
2023-08-21,27.05,27.45,26.9,27.15,235185
2023-08-22,27.25,27.45,27.1,27.15,164571
2023-08-23,27.3,27.6,27.0,27.55,288055
2023-08-24,27.8,27.9,27.3,27.3,327846
2023-08-25,27.2,27.95,27.15,27.4,153388
2023-08-28,27.6,27.6,27.0,27.05,166620
2023-08-29,27.25,27.55,27.25,27.45,116666
2023-08-30,27.5,27.95,27.5,27.95,246305
2023-08-31,28.0,28.0,27.75,27.95,220930
2023-09-01,28.2,28.5,28.0,28.4,359609
2023-09-04,28.45,28.5,28.2,28.25,257270
2023-09-05,28.5,28.5,28.3,28.45,144313
2023-09-06,28.5,28.5,28.05,28.35,286859
2023-09-07,28.4,28.55,28.0,28.0,187525
2023-09-08,28.2,28.3,27.85,27.95,185673
2023-09-11,28.0,28.0,27.25,27.35,249961
2023-09-12,27.5,27.65,27.35,27.6,207516
2023-09-13,27.7,27.9,27.7,27.8,78235
2023-09-14,28.25,28.25,28.0,28.05,158852
2023-09-15,28.2,28.25,27.9,27.95,162676
2023-09-18,27.95,28.35,27.95,28.1,173969
2023-09-19,28.1,28.2,27.75,27.75,205016
2023-09-20,27.75,27.85,27.5,27.55,215800
2023-09-21,27.25,27.4,27.2,27.25,155581
2023-09-22,27.25,27.25,26.85,27.05,261029
2023-09-25,27.2,27.55,27.2,27.5,124336
2023-09-26,27.25,27.4,27.05,27.05,143532
2023-09-27,27.05,27.05,26.85,27.0,198292
2023-09-28,27.5,27.5,27.0,27.1,72291
2023-10-02,27.3,27.7,27.2,27.35,71225
2023-10-03,27.15,27.3,27.1,27.15,133904
2023-10-04,27.2,27.2,27.0,27.0,109077
2023-10-05,27.05,27.2,27.05,27.1,97863
2023-10-06,27.1,27.3,27.05,27.2,101225
2023-10-11,27.55,27.55,26.9,26.9,201788
2023-10-12,27.0,27.25,26.9,27.25,104742
2023-10-13,27.2,27.75,27.2,27.25,252280
2023-10-16,27.25,27.25,27.0,27.15,61858
2023-10-17,27.5,27.5,26.95,26.95,114801
2023-10-18,26.95,27.0,26.8,26.85,154294
2023-10-19,26.6,26.8,26.6,26.7,92886
2023-10-20,26.7,26.8,26.15,26.4,155008
2023-10-23,26.4,26.5,26.1,26.3,121922
2023-10-24,26.5,26.75,26.3,26.55,96677
2023-10-25,26.5,27.3,26.5,27.0,136931
2023-10-26,26.85,26.9,26.6,26.65,164902
2023-10-27,26.8,27.3,26.75,26.8,113848
2023-10-30,27.1,27.1,26.7,26.7,73766
2023-10-31,26.75,27.15,26.55,26.55,81146
2023-11-01,26.4,26.6,26.35,26.5,86270
